Parsed: dat: exchange_rate
Parsed: 2015-07-3: 288.45
Parsed: 2015-08-0: 282.26
Parsed: 2015-08-0: 281
Parsed: 2015-08-0: 262.22
Parsed: 2015-08-1: 270.98
Parsed: 2015-08-1: 265.93
Parsed: 2015-08-1: 256.66
Parsed: 2015-08-2: 235.31
Parsed: 2015-08-2: 228.14
Parsed: 2015-08-2: 225.04
Parsed: 2015-08-3: 229.63
Parsed: 2015-09-0: 227.97
Parsed: 2015-09-0: 230.73
Parsed: 2015-09-0: 240.47
Parsed: 2015-09-1: 238.81
Parsed: 2015-09-1: 230
Parsed: 2015-09-1: 228.33
Parsed: 2015-09-2: 230.25
Parsed: 2015-09-2: 230.42
Parsed: 2015-09-2: 235.22
Parsed: 2015-09-2: 239.14
Parsed: 2015-10-0: 238.03
Parsed: 2015-10-0: 238.4
Parsed: 2015-10-0: 243.01
Parsed: 2015-10-1: 245.72
Parsed: 2015-10-1: 249.98
Parsed: 2015-10-1: 262.26
Parsed: 2015-10-2: 263.59
Parsed: 2015-10-2: 274.35
Parsed: 2015-10-2: 282.8
Parsed: 2015-10-2: 304.79
Parsed: 2015-10-3: 310.18
Parsed: 2015-11-0: 404.5
Parsed: 2015-11-0: 373.69
Parsed: 2015-11-0: 380.62
Parsed: 2015-11-1: 340.81
Parsed: 2015-11-1: 318.97
Parsed: 2015-11-1: 333.66
Parsed: 2015-11-2: 326.31
Parsed: 2015-11-2: 319.64
Parsed: 2015-11-2: 358
Parsed: 2015-11-3: 377.27
Parsed: 2015-12-0: 361.47
Parsed: 2015-12-0: 387.3
Parsed: 2015-12-0: 416.49
Parsed: 2015-12-1: 436.2
Parsed: 2015-12-1: 463.98
Parsed: 2015-12-1: 463
Parsed: 2015-12-2: 438.35
Parsed: 2015-12-2: 456
Parsed: 2015-12-2: 422.42
Parsed: 2015-12-3: 428.23
Parsed: 2016-01-0: 432.76
Parsed: 2016-01-0: 432.43
Parsed: 2016-01-0: 452.64
Parsed: 2016-01-1: 447.98
Parsed: 2016-01-1: 429.55
Parsed: 2016-01-1: 380.16
Parsed: 2016-01-2: 420.35
Parsed: 2016-01-2: 385.09
Parsed: 2016-01-2: 391.66
Parsed: 2016-01-2: 378.18
Parsed: 2016-02-0: 371.99
Parsed: 2016-02-0: 388
Parsed: 2016-02-0: 375
Parsed: 2016-02-1: 379.14
Parsed: 2016-02-1: 389.88
Parsed: 2016-02-1: 407
Parsed: 2016-02-1: 419.98
Parsed: 2016-02-2: 436.76
Parsed: 2016-02-2: 423.46
Parsed: 2016-02-2: 431.89
Parsed: 2016-03-0: 422.5
Parsed: 2016-03-0: 399.17
Parsed: 2016-03-0: 412.15
Parsed: 2016-03-1: 420.11
Parsed: 2016-03-1: 414.99
Parsed: 2016-03-1: 418.49
Parsed: 2016-03-2: 411.81
Parsed: 2016-03-2: 417.96
Parsed: 2016-03-2: 416.96
Parsed: 2016-03-3: 415.83
Parsed: 2016-04-0: 416.31
Parsed: 2016-04-0: 419.71
Parsed: 2016-04-0: 419.95
Parsed: 2016-04-1: 420.75
Parsed: 2016-04-1: 423.87
Parsed: 2016-04-1: 430.58
Parsed: 2016-04-2: 435.95
Parsed: 2016-04-2: 447.7
Parsed: 2016-04-2: 462.5
Parsed: 2016-04-2: 449.98
Parsed: 2016-05-0: 453
Parsed: 2016-05-0: 446.84
Parsed: 2016-05-0: 459.02
Parsed: 2016-05-1: 450.78
Parsed: 2016-05-1: 455.82
Parsed: 2016-05-1: 454
Parsed: 2016-05-2: 436.05
Parsed: 2016-05-2: 438.47
Parsed: 2016-05-2: 448.7
Parsed: 2016-05-2: 526.64
Parsed: 2016-06-0: 531.97
Parsed: 2016-06-0: 567.88
Parsed: 2016-06-0: 583.72
Parsed: 2016-06-1: 574.32
Parsed: 2016-06-1: 665.85
Parsed: 2016-06-1: 693.88
Parsed: 2016-06-1: 751.96
Parsed: 2016-06-2: 664.46
Parsed: 2016-06-2: 665
Parsed: 2016-06-2: 651.85
Parsed: 2016-07-0: 667.95
Parsed: 2016-07-0: 656.97
Parsed: 2016-07-0: 673.76
Parsed: 2016-07-1: 647.41
Parsed: 2016-07-1: 664.5
Parsed: 2016-07-1: 663.19
Parsed: 2016-07-1: 673.46
Parsed: 2016-07-2: 664
Parsed: 2016-07-2: 661.48
Parsed: 2016-07-2: 655.37
Parsed: 2016-07-3: 654.68
Parsed: 2016-08-0: 530.74
Parsed: 2016-08-0: 572.72
Parsed: 2016-08-0: 591.69
Parsed: 2016-08-1: 586.01
Parsed: 2016-08-1: 567.34
Parsed: 2016-08-1: 570.92
Parsed: 2016-08-2: 577.52
Parsed: 2016-08-2: 581.98
Parsed: 2016-08-2: 577.77
Parsed: 2016-08-3: 571.5
Parsed: 2016-09-0: 571
Parsed: 2016-09-0: 603.95
Parsed: 2016-09-0: 615.33
Parsed: 2016-09-1: 621.65
Parsed: 2016-09-1: 608.82
Parsed: 2016-09-1: 607.04
Parsed: 2016-09-2: 608.66
Parsed: 2016-09-2: 594.08
Parsed: 2016-09-2: 598.98
Parsed: 2016-09-2: 603.85
Parsed: 2016-10-0: 612.98
Parsed: 2016-10-0: 607.18
Parsed: 2016-10-0: 614.74
Parsed: 2016-10-1: 614.77
Parsed: 2016-10-1: 634.02
Parsed: 2016-10-1: 638.97
Parsed: 2016-10-2: 627.72
Parsed: 2016-10-2: 653.25
Parsed: 2016-10-2: 651.45
Parsed: 2016-10-2: 685.91
Parsed: 2016-10-3: 697.01
Parsed: 2016-11-0: 683.69
Parsed: 2016-11-0: 709.96
Parsed: 2016-11-0: 721.5
Parsed: 2016-11-1: 702.28
Parsed: 2016-11-1: 711.73
Parsed: 2016-11-1: 748.98
Parsed: 2016-11-2: 736.97
Parsed: 2016-11-2: 735.64
Parsed: 2016-11-2: 727.31
Parsed: 2016-11-3: 742.05
Parsed: 2016-12-0: 762.97
Parsed: 2016-12-0: 758.99
Parsed: 2016-12-0: 769.08
Parsed: 2016-12-1: 777.99
Parsed: 2016-12-1: 775.88
Parsed: 2016-12-1: 788.67
Parsed: 2016-12-2: 834.97
Parsed: 2016-12-2: 892.6
Parsed: 2016-12-2: 930.34
Parsed: 2016-12-3: 958.12
Parsed: 2017-01-0: 1013.42
Parsed: 2017-01-0: 999.65
Parsed: 2017-01-0: 910.49
Parsed: 2017-01-1: 780.92
Parsed: 2017-01-1: 819.55
Parsed: 2017-01-1: 906.6
Parsed: 2017-01-2: 895.64
Parsed: 2017-01-2: 919.97
Parsed: 2017-01-2: 915.05
Parsed: 2017-01-2: 912.19
Parsed: 2017-02-0: 983.42
Parsed: 2017-02-0: 1034.07
Parsed: 2017-02-0: 1052.84
Parsed: 2017-02-1: 997.59
Parsed: 2017-02-1: 1001.2
Parsed: 2017-02-1: 1035.2
Parsed: 2017-02-1: 1050.87
Parsed: 2017-02-2: 1130.01
Parsed: 2017-02-2: 1150.37
Parsed: 2017-02-2: 1190.89
Parsed: 2017-03-0: 1287
Parsed: 2017-03-0: 1279.5
Parsed: 2017-03-0: 1192.09
Parsed: 2017-03-1: 1227.68
Parsed: 2017-03-1: 1257
Parsed: 2017-03-1: 967.69
Parsed: 2017-03-2: 1113
Parsed: 2017-03-2: 927.93
Parsed: 2017-03-2: 1041.04
Parsed: 2017-03-3: 1034.74
Parsed: 2017-04-0: 1079.99
Parsed: 2017-04-0: 1133.53
Parsed: 2017-04-0: 1184.03
Parsed: 2017-04-1: 1219.09
Parsed: 2017-04-1: 1170.36
Parsed: 2017-04-1: 1176.97
Parsed: 2017-04-2: 1236.63
Parsed: 2017-04-2: 1240.84
Parsed: 2017-04-2: 1288.02
Parsed: 2017-04-3: 1333
Parsed: 2017-05-0: 1447.55
Parsed: 2017-05-0: 1518.75
Parsed: 2017-05-0: 1651.1
Parsed: 2017-05-1: 1829
Parsed: 2017-05-1: 1780
Parsed: 2017-05-1: 1783.98
Parsed: 2017-05-2: 2008.84
Parsed: 2017-05-2: 2256.32
Parsed: 2017-05-2: 2279.82
Parsed: 2017-05-3: 2290.02
Parsed: 2017-06-0: 2409.93
Parsed: 2017-06-0: 2529.53
Parsed: 2017-06-0: 2683.03
Parsed: 2017-06-1: 2898.63
Parsed: 2017-06-1: 2706
Parsed: 2017-06-1: 2477.94
Parsed: 2017-06-2: 2600
Parsed: 2017-06-2: 2713.48
Parsed: 2017-06-2: 2502.03
Parsed: 2017-06-2: 2558.3
Parsed: 2017-07-0: 2421.26
Parsed: 2017-07-0: 2598.89
Parsed: 2017-07-0: 2502.86
Parsed: 2017-07-1: 2327.09
Parsed: 2017-07-1: 2338.49
Parsed: 2017-07-1: 1910.96
Parsed: 2017-07-2: 2265.21
Parsed: 2017-07-2: 2825.51
Parsed: 2017-07-2: 2564.3
Parsed: 2017-07-2: 2784.8
Parsed: 2017-08-0: 2862.9
Parsed: 2017-08-0: 2790
Parsed: 2017-08-0: 3210.2
Parsed: 2017-08-1: 3340.28
Parsed: 2017-08-1: 3868.52
Parsed: 2017-08-1: 4179.97
Parsed: 2017-08-1: 4104.71
Parsed: 2017-08-2: 3986.28
Parsed: 2017-08-2: 4331.77
Parsed: 2017-08-2: 4339.05
Parsed: 2017-08-3: 4582.52
Parsed: 2017-09-0: 4585.57
Parsed: 2017-09-0: 4385.02
Parsed: 2017-09-0: 4312.26
Parsed: 2017-09-1: 4198.59
Parsed: 2017-09-1: 3216.43
Parsed: 2017-09-1: 3678.53
Parsed: 2017-09-2: 3894.48
Parsed: 2017-09-2: 3777.62
Parsed: 2017-09-2: 3881
Parsed: 2017-09-3: 4164.27
Parsed: 2017-10-0: 4394.07
Parsed: 2017-10-0: 4318.58
Parsed: 2017-10-0: 4605.66
Parsed: 2017-10-1: 4822.17
Parsed: 2017-10-1: 5825.99
Parsed: 2017-10-1: 5594.66
Parsed: 2017-10-2: 5986.44
Parsed: 2017-10-2: 5900.59
Parsed: 2017-10-2: 5889.82
Parsed: 2017-10-2: 6136.49
Parsed: 2017-11-0: 6751.98
Parsed: 2017-11-0: 7365.99
Parsed: 2017-11-0: 7128.64
Parsed: 2017-11-1: 6569.22
Parsed: 2017-11-1: 6493.63
Parsed: 2017-11-1: 7868.77
Parsed: 2017-11-1: 8049.72
Parsed: 2017-11-2: 8236.72
Parsed: 2017-11-2: 8768.8
Parsed: 2017-11-2: 9919
Parsed: 2017-12-0: 10879.88
Parsed: 2017-12-0: 11591.22
Parsed: 2017-12-0: 16860.88
Parsed: 2017-12-1: 15068.95
Parsed: 2017-12-1: 16252.31
Parsed: 2017-12-1: 19279.9
Parsed: 2017-12-1: 17382.94
Parsed: 2017-12-2: 13776.61
Parsed: 2017-12-2: 13740.94
Parsed: 2017-12-2: 14214.01
Parsed: 2017-12-3: 13796
Parsed: 2018-01-0: 15039.24
Parsed: 2018-01-0: 17155.95
Parsed: 2018-01-0: 14437.42
Parsed: 2018-01-1: 13791.19
Parsed: 2018-01-1: 13554.14
Parsed: 2018-01-1: 11174.82
Parsed: 2018-01-2: 11513.42
Parsed: 2018-01-2: 11392.03
Parsed: 2018-01-2: 11431.37
Parsed: 2018-01-3: 10082.52
Parsed: 2018-02-0: 8852.73
Parsed: 2018-02-0: 6925.46
Parsed: 2018-02-0: 8245.08
Parsed: 2018-02-1: 8068.02
Parsed: 2018-02-1: 9471.64
Parsed: 2018-02-1: 11085.83
Parsed: 2018-02-2: 11245.98
Parsed: 2018-02-2: 10171.3
Parsed: 2018-02-2: 10319.46
Parsed: 2018-03-0: 10931.12
Parsed: 2018-03-0: 11516.83
Parsed: 2018-03-0: 9920.46
Parsed: 2018-03-1: 8777.37
Parsed: 2018-03-1: 9153.54
Parsed: 2018-03-1: 8297.89
Parsed: 2018-03-1: 8605.64
Parsed: 2018-03-2: 8725.37
Parsed: 2018-03-2: 8457.96
Parsed: 2018-03-2: 7950.61
Parsed: 2018-04-0: 6937.56
Parsed: 2018-04-0: 7426.48
Parsed: 2018-04-0: 6634.68
Parsed: 2018-04-1: 6784.41
Parsed: 2018-04-1: 7941.46
Parsed: 2018-04-1: 8368.1
Parsed: 2018-04-1: 8175.96
Parsed: 2018-04-2: 8930.6
Parsed: 2018-04-2: 9658.11
Parsed: 2018-04-2: 8928.55
Parsed: 2018-05-0: 9239.55
Parsed: 2018-05-0: 9753.35
Parsed: 2018-05-0: 9631.44
Parsed: 2018-05-1: 9310.37
Parsed: 2018-05-1: 8463.52
Parsed: 2018-05-1: 8471.06
Parsed: 2018-05-1: 8239.08
Parsed: 2018-05-2: 8396.63
Parsed: 2018-05-2: 7576.78
Parsed: 2018-05-2: 7344.56
Parsed: 2018-05-3: 7386.72
Parsed: 2018-06-0: 7637.14
Parsed: 2018-06-0: 7619.43
Parsed: 2018-06-0: 7615.54
Parsed: 2018-06-1: 6879.31
Parsed: 2018-06-1: 6637.41
Parsed: 2018-06-1: 6445.79
Parsed: 2018-06-2: 6760.83
Parsed: 2018-06-2: 6170.46
Parsed: 2018-06-2: 6097.46
Parsed: 2018-06-3: 6223.28
Parsed: 2018-07-0: 6626.44
Parsed: 2018-07-0: 6555.51
Parsed: 2018-07-0: 6724.04
Parsed: 2018-07-1: 6403.18
Parsed: 2018-07-1: 6248.84
Parsed: 2018-07-1: 7321.62
Parsed: 2018-07-2: 7334.99
Parsed: 2018-07-2: 7715.1
Parsed: 2018-07-2: 7939.81
Parsed: 2018-07-3: 8220.91
Parsed: 2018-08-0: 7607.7
Parsed: 2018-08-0: 7011.28
Parsed: 2018-08-0: 6718.23
Parsed: 2018-08-1: 6138.96
Parsed: 2018-08-1: 6252.13
Parsed: 2018-08-1: 6312.75
Parsed: 2018-08-2: 6486.58
Parsed: 2018-08-2: 6354.57
Parsed: 2018-08-2: 6738.27
Parsed: 2018-08-2: 7078.19
Parsed: 2018-09-0: 7018.78
Parsed: 2018-09-0: 7265.08
Parsed: 2018-09-0: 6501.19
Parsed: 2018-09-1: 6240.98
Parsed: 2018-09-1: 6326.04
Parsed: 2018-09-1: 6522.39
Parsed: 2018-09-1: 6342.39
Parsed: 2018-09-2: 6756.12
Parsed: 2018-09-2: 6583.45
Parsed: 2018-09-2: 6686.08
Parsed: 2018-10-0: 6611.02
Parsed: 2018-10-0: 6483.73
Parsed: 2018-10-0: 6573.62
Parsed: 2018-10-1: 6626.85
Parsed: 2018-10-1: 6247
Parsed: 2018-10-1: 6599.17
Parsed: 2018-10-1: 6509.61
Parsed: 2018-10-2: 6504.78
Parsed: 2018-10-2: 6489.77
Parsed: 2018-10-2: 6457.21
Parsed: 2018-10-3: 6301.61
Parsed: 2018-11-0: 6390.42
Parsed: 2018-11-0: 6437.76
Parsed: 2018-11-0: 6444.97
Parsed: 2018-11-1: 6408.53
Parsed: 2018-11-1: 5756.77
Parsed: 2018-11-1: 5572.44
Parsed: 2018-11-2: 4491.98
Parsed: 2018-11-2: 4352.98
Parsed: 2018-11-2: 3793.35
Parsed: 2018-11-2: 4278.77
Parsed: 2018-12-0: 4140.6
Parsed: 2018-12-0: 3744.98
Parsed: 2018-12-0: 3453.66
Parsed: 2018-12-1: 3407.28
Parsed: 2018-12-1: 3242.42
Parsed: 2018-12-1: 3556.54
Parsed: 2018-12-2: 4135.19
Parsed: 2018-12-2: 3995.17
Parsed: 2018-12-2: 3848.21
Parsed: 2018-12-2: 3770.36
Parsed: 2019-01-0: 3855.88
Parsed: 2019-01-0: 3856.62
Parsed: 2019-01-0: 4032.25
Parsed: 2019-01-1: 3646.25
Parsed: 2019-01-1: 3531.96
Parsed: 2019-01-1: 3621.43
Parsed: 2019-01-1: 3703.98
Parsed: 2019-01-2: 3587.35
Parsed: 2019-01-2: 3577.79
Parsed: 2019-01-2: 3448.58
Parsed: 2019-01-3: 3444.81
Parsed: 2019-02-0: 3456.02
Parsed: 2019-02-0: 3405.7
Parsed: 2019-02-0: 3664.38
Parsed: 2019-02-1: 3632.42
Parsed: 2019-02-1: 3608.2
Parsed: 2019-02-1: 3910.8
Parsed: 2019-02-2: 3944.88
Parsed: 2019-02-2: 3766.89
Parsed: 2019-02-2: 3833.23
Parsed: 2019-03-0: 3831.44
Parsed: 2019-03-0: 3872.25
Parsed: 2019-03-0: 3875.96
Parsed: 2019-03-1: 3881.09
Parsed: 2019-03-1: 3885.21
Parsed: 2019-03-1: 3994.92
Parsed: 2019-03-2: 4056.4
Parsed: 2019-03-2: 4011.92
Parsed: 2019-03-2: 3947.74
Parsed: 2019-03-2: 4115.55
Parsed: 2019-04-0: 4152.53
Parsed: 2019-04-0: 4911.24
Parsed: 2019-04-0: 5189.39
Parsed: 2019-04-1: 5310.18
Parsed: 2019-04-1: 5064.62
Parsed: 2019-04-1: 5196.65
Parsed: 2019-04-2: 5277.04
Parsed: 2019-04-2: 5377.19
Parsed: 2019-04-2: 5195.61
Parsed: 2019-04-2: 5301.29
Parsed: 2019-05-0: 5326.67
Parsed: 2019-05-0: 5771.08
Parsed: 2019-05-0: 5755.72
Parsed: 2019-05-1: 6348.02
Parsed: 2019-05-1: 7823.11
Parsed: 2019-05-1: 7885.96
Parsed: 2019-05-2: 8193.7
Parsed: 2019-05-2: 7625.93
Parsed: 2019-05-2: 8071.45
Parsed: 2019-05-2: 8719.88
Parsed: 2019-06-0: 8553.81
Parsed: 2019-06-0: 8134.92
Parsed: 2019-06-0: 7803.23
Parsed: 2019-06-1: 7640.61
Parsed: 2019-06-1: 8173.06
Parsed: 2019-06-1: 8859.47
Parsed: 2019-06-1: 9076.18
Parsed: 2019-06-2: 10209.38
Parsed: 2019-06-2: 11017.5
Parsed: 2019-06-2: 11132.85
Parsed: 2019-07-0: 10737.73
Parsed: 2019-07-0: 11984.76
Parsed: 2019-07-0: 11232.04
Parsed: 2019-07-1: 12586.78
Parsed: 2019-07-1: 11803.97
Parsed: 2019-07-1: 10873.5
Parsed: 2019-07-1: 10638.56
Parsed: 2019-07-2: 10587.41
Parsed: 2019-07-2: 9772.17
Parsed: 2019-07-2: 9473.99
Parsed: 2019-07-3: 9589.13
Parsed: 2019-08-0: 10529.55
Parsed: 2019-08-0: 11787.99
Parsed: 2019-08-0: 11996.41
Parsed: 2019-08-1: 11566.84
Parsed: 2019-08-1: 10016.96
Parsed: 2019-08-1: 10214.52
Parsed: 2019-08-2: 10760.56
Parsed: 2019-08-2: 10405.81
Parsed: 2019-08-2: 10360.28
Parsed: 2019-08-3: 9484.55
Parsed: 2019-09-0: 9769.79
Parsed: 2019-09-0: 10584.16
Parsed: 2019-09-0: 10487.21
Parsed: 2019-09-1: 10101.03
Parsed: 2019-09-1: 10363.9
Parsed: 2019-09-1: 10265.63
Parsed: 2019-09-2: 10275.88
Parsed: 2019-09-2: 10033.05
Parsed: 2019-09-2: 8432.23
Parsed: 2019-09-2: 8225
Parsed: 2019-10-0: 8322.92
Parsed: 2019-10-0: 8155.48
Parsed: 2019-10-0: 8212.02
Parsed: 2019-10-1: 8586.9
Parsed: 2019-10-1: 8283.76
Parsed: 2019-10-1: 8002.51
Parsed: 2019-10-2: 7960.04
Parsed: 2019-10-2: 8026.76
Parsed: 2019-10-2: 8666.79
Parsed: 2019-10-2: 9218.76
Parsed: 2019-10-3: 9147.98
Parsed: 2019-11-0: 9206.16
Parsed: 2019-11-0: 9343.34
Parsed: 2019-11-0: 8809.41
Parsed: 2019-11-1: 8801.52
Parsed: 2019-11-1: 8457.69
Parsed: 2019-11-1: 8175.99
Parsed: 2019-11-2: 7617.07
Parsed: 2019-11-2: 6907.4
Parsed: 2019-11-2: 7523.83
Parsed: 2019-11-3: 7557.72
Parsed: 2019-12-0: 7296.77
Parsed: 2019-12-0: 7547.19
Parsed: 2019-12-0: 7337.42
Parsed: 2019-12-1: 7189.16
Parsed: 2019-12-1: 7111.14
Parsed: 2019-12-1: 7284.29
Parsed: 2019-12-2: 7143.2
Parsed: 2019-12-2: 7250.69
Parsed: 2019-12-2: 7243.93
Parsed: 2019-12-3: 7219.6
Parsed: 2020-01-0: 6944.33
Parsed: 2020-01-0: 7351.57
Parsed: 2020-01-0: 8042.65
Parsed: 2020-01-1: 8021.49
Parsed: 2020-01-1: 8842.42
Parsed: 2020-01-1: 8900.34
Parsed: 2020-01-2: 8626.47
Parsed: 2020-01-2: 8388.11
Parsed: 2020-01-2: 8588.42
Parsed: 2020-01-2: 9279.81
Parsed: 2020-02-0: 9378.09
Parsed: 2020-02-0: 9162.14
Parsed: 2020-02-0: 9807.54
Parsed: 2020-02-1: 9854.79
Parsed: 2020-02-1: 10242.43
Parsed: 2020-02-1: 9937.67
Parsed: 2020-02-1: 9604.72
Parsed: 2020-02-2: 9669.63
Parsed: 2020-02-2: 9309.15
Parsed: 2020-02-2: 8712.35
Parsed: 2020-03-0: 8912.82
Parsed: 2020-03-0: 9067.39
Parsed: 2020-03-0: 8039.38
Parsed: 2020-03-1: 7936.65
Parsed: 2020-03-1: 5166.26
Parsed: 2020-03-1: 5357.61
Parsed: 2020-03-2: 6226.44
Parsed: 2020-03-2: 6502.16
Parsed: 2020-03-2: 6763.75
Parsed: 2020-03-3: 5885.41
Parsed: 2020-04-0: 6652.87
Parsed: 2020-04-0: 6871.69
Parsed: 2020-04-0: 7205.55
Parsed: 2020-04-1: 6873.24
Parsed: 2020-04-1: 6857.66
Parsed: 2020-04-1: 7112.27
Parsed: 2020-04-2: 7130.04
Parsed: 2020-04-2: 7130.99
Parsed: 2020-04-2: 7549.52
Parsed: 2020-04-2: 7765.33
Parsed: 2020-05-0: 8824.66
Parsed: 2020-05-0: 8885.93
Parsed: 2020-05-0: 10002.48
Parsed: 2020-05-1: 8754.46
Parsed: 2020-05-1: 9305.93
Parsed: 2020-05-1: 9385.7
Parsed: 2020-05-2: 9785.74
Parsed: 2020-05-2: 9167.26
Parsed: 2020-05-2: 8899.66
Parsed: 2020-05-2: 9569.21
Parsed: 2020-06-0: 9450.84
Parsed: 2020-06-0: 9658.04
Parsed: 2020-06-0: 9670.43
Parsed: 2020-06-1: 9775.15
Parsed: 2020-06-1: 9459.97
Parsed: 2020-06-1: 9426.7
Parsed: 2020-06-1: 9380.03
Parsed: 2020-06-2: 9284.78
Parsed: 2020-06-2: 9276.58
Parsed: 2020-06-2: 9004.23
Parsed: 2020-07-0: 9133.97
Parsed: 2020-07-0: 9072.42
Parsed: 2020-07-0: 9348.91
Parsed: 2020-07-1: 9238.04
Parsed: 2020-07-1: 9295.9
Parsed: 2020-07-1: 9193.51
Parsed: 2020-07-1: 9174.71
Parsed: 2020-07-2: 9392.66
Parsed: 2020-07-2: 9551.28
Parsed: 2020-07-2: 11042.4
Parsed: 2020-07-3: 11114.93
Parsed: 2020-08-0: 11077.77
Parsed: 2020-08-0: 11750.28
Parsed: 2020-08-0: 11767.6
Parsed: 2020-08-1: 11392.43
Parsed: 2020-08-1: 11774.38
Parsed: 2020-08-1: 12293.72
Parsed: 2020-08-2: 11865.82
Parsed: 2020-08-2: 11653.02
Parsed: 2020-08-2: 11467.37
Parsed: 2020-08-3: 11481.64
Parsed: 2020-09-0: 11923.25
Parsed: 2020-09-0: 10467.89
Parsed: 2020-09-0: 10367.74
Parsed: 2020-09-1: 10352.66
Parsed: 2020-09-1: 10330.77
Parsed: 2020-09-1: 10948.43
Parsed: 2020-09-2: 11081.43
Parsed: 2020-09-2: 10532.22
Parsed: 2020-09-2: 10692.84
Parsed: 2020-09-2: 10692.33
Parsed: 2020-10-0: 10619.24
Parsed: 2020-10-0: 10673.46
Parsed: 2020-10-0: 10670.8
Parsed: 2020-10-1: 11302.67
Parsed: 2020-10-1: 11428.24
Parsed: 2020-10-1: 11327.57
Parsed: 2020-10-2: 11758.16
Parsed: 2020-10-2: 12990.25
Parsed: 2020-10-2: 13036.77
Parsed: 2020-10-2: 13289
Parsed: 2020-10-3: 13810.32
Parsed: 2020-11-0: 14023.31
Parsed: 2020-11-0: 15595.77
Parsed: 2020-11-0: 15328.53
Parsed: 2020-11-1: 16295.57
Parsed: 2020-11-1: 15968.16
Parsed: 2020-11-1: 17798.45
Parsed: 2020-11-2: 18699.75
Parsed: 2020-11-2: 19172.52
Parsed: 2020-11-2: 17138.87
Parsed: 2020-11-3: 19709.73
Parsed: 2020-12-0: 19454.54
Parsed: 2020-12-0: 19377.66
Parsed: 2020-12-0: 18554.15
Parsed: 2020-12-1: 18803.44
Parsed: 2020-12-1: 19439.75
Parsed: 2020-12-1: 23150.79
Parsed: 2020-12-2: 22745.48
Parsed: 2020-12-2: 23715.53
Parsed: 2020-12-2: 26246.58
Parsed: 2020-12-3: 28856.59
Parsed: 2021-01-0: 32195.46
Parsed: 2021-01-0: 34046.67
Parsed: 2021-01-0: 40670.25
Parsed: 2021-01-1: 35544.94
Parsed: 2021-01-1: 39158.47
Parsed: 2021-01-1: 35793.01
Parsed: 2021-01-2: 35538.98
Parsed: 2021-01-2: 32099.74
Parsed: 2021-01-2: 32541.8
Parsed: 2021-01-2: 34314.26
Parsed: 2021-02-0: 33522.9
Parsed: 2021-02-0: 37002.09
Parsed: 2021-02-0: 38928.1
Parsed: 2021-02-1: 44878.17
Parsed: 2021-02-1: 47185.19
Parsed: 2021-02-1: 49160.1
Parsed: 2021-02-1: 55916.5
Parsed: 2021-02-2: 54123.4
Parsed: 2021-02-2: 46800.42
Parsed: 2021-02-2: 45113.92
Parsed: 2021-03-0: 50477.7
Parsed: 2021-03-0: 48881.59
Parsed: 2021-03-0: 54881.52
Parsed: 2021-03-1: 57253.28
Parsed: 2021-03-1: 55754.72
Parsed: 2021-03-1: 57665.9
Parsed: 2021-03-2: 57411.17
Parsed: 2021-03-2: 52508.23
Parsed: 2021-03-2: 55863.93
Parsed: 2021-03-3: 58730.13
Parsed: 2021-04-0: 59031.32
Parsed: 2021-04-0: 59054.1
Parsed: 2021-04-0: 58048.59
Parsed: 2021-04-1: 59964.87
Parsed: 2021-04-1: 62969.12
Parsed: 2021-04-1: 60087.09
Parsed: 2021-04-2: 56507.91
Parsed: 2021-04-2: 51153.13
Parsed: 2021-04-2: 54056.64
Parsed: 2021-04-3: 53584.15
Parsed: 2021-05-0: 56610.46
Parsed: 2021-05-0: 57473.23
Parsed: 2021-05-0: 58928.81
Parsed: 2021-05-1: 56750
Parsed: 2021-05-1: 49922.52
Parsed: 2021-05-1: 43596.24
Parsed: 2021-05-2: 40784.32
Parsed: 2021-05-2: 34754.54
Parsed: 2021-05-2: 39266.04
Parsed: 2021-05-3: 34647.67
Parsed: 2021-06-0: 36662.64
Parsed: 2021-06-0: 36885.51
Parsed: 2021-06-0: 33514.87
Parsed: 2021-06-1: 36704.57
Parsed: 2021-06-1: 39066.82
Parsed: 2021-06-1: 38324.87
Parsed: 2021-06-2: 35524.17
Parsed: 2021-06-2: 32447.59
Parsed: 2021-06-2: 31640.58
Parsed: 2021-06-2: 34456.67
Parsed: 2021-07-0: 33536.88
Parsed: 2021-07-0: 35309.3
Parsed: 2021-07-0: 33839.04
Parsed: 2021-07-1: 33515.57
Parsed: 2021-07-1: 32686.56
Parsed: 2021-07-1: 31421.25
Parsed: 2021-07-2: 30815.94
Parsed: 2021-07-2: 32297.89
Parsed: 2021-07-2: 35365.2
Parsed: 2021-07-2: 40002.53
Parsed: 2021-08-0: 41659.06
Parsed: 2021-08-0: 38138
Parsed: 2021-08-0: 42825.95
Parsed: 2021-08-1: 46333.46
Parsed: 2021-08-1: 44417.78
Parsed: 2021-08-1: 47056.41
Parsed: 2021-08-1: 44777.86
Parsed: 2021-08-2: 48932.02
Parsed: 2021-08-2: 47744.58
Parsed: 2021-08-2: 49056.86
Parsed: 2021-08-3: 47074.77
Parsed: 2021-09-0: 49329.01
Parsed: 2021-09-0: 51769.06
Parsed: 2021-09-0: 46078.38
Parsed: 2021-09-1: 45144.79
Parsed: 2021-09-1: 47072.12
Parsed: 2021-09-1: 47263.6
Parsed: 2021-09-2: 42901.56
